"FileName","Success","HasTitle","HasInstructions","InstructionCount","HasPredecessor","HasSuccessor","HasPrimaryTeam","HasImpactedTeams","MarkdownConversion","Error"
"BGO-13941_116109446.html","True","True","True","1","True","True","True","False","False",""
"BGO-13946_116109447.html","True","True","True","1","True","True","True","False","False",""
"BGO-13976b_119495782.html","True","True","True","1","True","True","True","False","False",""
"BGO-13976_116109068.html","True","True","True","1","True","True","True","False","False",""
"BGO-13999_116109441.html","True","True","True","1","True","True","True","False","False",""
"BGO-14151_116109532.html","True","True","True","1","True","True","True","False","False",""
"BGO-14170b_119495706.html","True","True","True","1","True","True","True","False","False",""
"BGO-14170_116109069.html","True","True","True","1","True","True","True","False","False",""
"BGO-14174_116109494.html","True","True","True","1","True","True","True","False","False",""
"BGO-14194_116109527.html","True","True","True","1","True","True","True","False","False",""
"BGO-14204_116109784.html","True","True","True","1","True","True","True","False","False",""
"BGO-14228_116109587.html","True","True","True","1","True","True","True","False","False",""
"BGO-14257_116109628.html","True","True","True","1","True","True","True","False","False",""
"BGO-14346_116109713.html","True","True","True","1","True","True","True","False","False",""
"BGO-14351_116109714.html","True","True","True","1","True","True","True","False","False",""
"BGO-14353_116109873.html","True","True","True","1","True","True","True","False","False",""
"BGO-14361_116109715.html","True","True","True","1","True","True","True","False","False",""
"BGO-14492_116109496.html","True","True","True","1","True","True","True","False","False",""
"BGO-14497_116109498.html","True","True","True","1","True","True","True","False","False",""
"BGO-14648B_116109953.html","True","True","True","1","True","True","True","False","False",""
"BGO-14648_116109097.html","True","True","True","1","True","True","True","False","True",""
"BGO-14651_116109070.html","True","True","True","1","True","True","True","False","True",""
"BGO-14666_116109071.html","True","True","True","1","True","True","True","False","False",""
"BGO-14822_116110042.html","True","True","True","1","True","True","True","False","False",""
"BGO-14888_116109003.html","True","True","True","2","True","True","True","False","True",""
"BGO-14893_116109002.html","True","True","True","1","True","True","True","False","False",""
"BGO-14942_116109654.html","True","True","True","1","True","True","True","False","False",""
"BGO-14952_116109501.html","True","True","True","1","True","True","True","False","False",""
"BGO-15125_116109588.html","True","True","True","1","True","True","True","False","False",""
"BGO-15145_116109499.html","True","True","True","1","True","True","True","False","False",""
"BGO-15180_116109048.html","True","True","True","1","True","True","True","False","False",""
"BGO-15199_116109269.html","True","True","True","3","True","True","True","False","True",""
"BGO-15200_116109094.html","True","True","True","1","True","True","True","False","False",""
"BGO-15201_116109272.html","True","True","True","1","True","True","True","False","False",""
"BGO-15202_116109306.html","True","True","True","1","True","True","True","False","False",""
"BGO-15203_116109637.html","True","True","True","1","True","True","True","False","False",""
"BGO-15204_116109652.html","True","True","True","1","True","True","True","False","False",""
"BGO-15206_116109792.html","True","True","True","1","True","True","True","False","False",""
"BGO-15207_116109705.html","True","True","True","1","True","True","True","False","False",""
"BGO-15208_116109781.html","True","True","True","1","True","True","True","False","False",""
"BGO-15209_116109875.html","True","True","True","1","True","True","True","False","False",""
"BGO-15210_116109885.html","True","True","True","1","True","True","True","False","False",""
"BGO-15211_116109895.html","True","True","True","1","True","True","True","False","False",""
"BGO-15212_116109896.html","True","True","True","2","True","True","True","False","True",""
"BGO-15213_116109899.html","True","True","True","2","True","True","True","False","True",""
"BGO-15214_116109900.html","True","True","True","2","True","True","True","False","True",""
"BGO-15215_116109901.html","True","True","True","2","True","True","True","False","True",""
"BGO-15216_116109902.html","True","True","True","2","True","True","True","False","True",""
"BGO-15217_116110052.html","True","True","True","1","True","True","True","False","False",""
"BGO-15218_116110056.html","True","True","True","1","True","True","True","False","True",""
"BGO-15219_116110015.html","True","True","True","1","True","True","True","False","False",""
"BGO-15220_116110153.html","True","True","True","2","True","True","True","False","False",""
"BGO-15221_116110013.html","True","True","True","1","True","True","True","False","False",""
"BGO-15222_116110014.html","True","True","True","1","True","True","True","False","False",""
"BGO-15223_124916404.html","True","True","True","1","True","True","True","False","False",""
"BGO-15224_119484175.html","True","True","True","1","True","True","True","False","False",""
"BGO-15225_116110043.html","True","True","True","1","True","True","True","False","False",""
"BGO-15226_129901499.html","True","True","True","1","True","True","True","False","False",""
"BGO-15227_129906786.html","True","True","True","1","True","True","True","False","False",""
"BGO-15228_129912030.html","True","True","True","1","True","True","True","False","False",""
"BGO-15229_134286871.html","True","True","True","1","True","True","True","False","False",""
"BGO-15230_134291098.html","True","True","True","1","True","True","True","False","False",""
"BGO-20000_134300391.html","True","True","True","6","True","True","True","False","False",""
"BGO-20001_134300486.html","True","True","True","1","True","True","True","False","False",""
"BGO-20002_134300495.html","True","True","True","1","True","True","True","False","False",""
"BGO-20003_137384773.html","True","True","True","1","True","True","True","False","False",""
"BGO-2034_116109307.html","True","True","True","3","True","True","True","False","False",""
"BGO-2072_116109393.html","True","True","True","1","True","True","True","False","False",""
"BGO-3587_116109167.html","True","True","True","1","True","True","True","False","False",""
"BGO-5022_116109205.html","True","True","True","1","True","True","True","False","False",""
"BGO-5113_116109246.html","True","True","True","1","True","True","True","False","False",""
"BGO-5118_116109248.html","True","True","True","1","True","True","True","False","False",""
"BGO-5123_116109249.html","True","True","True","2","True","True","True","False","False",""
"BGO-5550_116109034.html","True","True","True","1","True","True","True","False","False",""
"BGO-5684_116108980.html","True","True","True","1","True","True","True","False","False",""
"BGO-6303_116109061.html","True","True","True","5","True","True","True","False","False",""
"BGO-6310_116109062.html","True","True","True","2","True","True","True","False","False",""
"BGO-6455_116109362.html","True","True","True","1","True","True","True","False","False",""
"BGO-6465_116109265.html","True","True","True","1","True","True","True","False","False",""
"BGO-6513_116109376.html","True","True","True","1","True","True","True","False","True",""
"BGO-6580_116109245.html","True","True","True","1","True","True","True","False","False",""
"BGO-6900_116109442.html","True","True","True","1","True","True","True","False","False",""
"BGO-7023_116109454.html","True","True","True","1","True","True","True","False","False",""
"BGO-7132_116109708.html","True","True","True","1","True","True","True","False","True",""
"BGO-7184_116109401.html","True","True","True","1","True","True","True","False","False",""
"BGO-7230_116109410.html","True","True","True","1","True","True","True","False","False",""
"BGO-7254_116109878.html","True","True","True","1","True","True","True","False","False",""
"BGO-7675_116109244.html","True","True","True","1","True","True","True","False","False",""
"BGO-9110_116109505.html","True","True","True","1","True","True","True","False","False",""
"BGO-9115_116109493.html","True","True","True","1","True","True","True","False","False",""
"BGO-9131_116109011.html","True","True","True","1","True","True","True","False","False",""
"BGO-9309_116109529.html","True","True","True","23","True","True","True","False","False",""
"BGO-9364_116109544.html","True","True","True","1","True","True","True","False","False",""
"BGO-9372_116109545.html","True","True","True","1","True","True","True","False","False",""
"BUS-11254_116109735.html","True","True","True","1","True","True","True","False","False",""
"BUS-11501_116109101.html","True","True","True","1","True","True","True","False","True",""
"BUS-11619_116109754.html","True","True","True","1","True","True","True","False","False",""
"BUS-11628_116109571.html","True","True","True","1","True","True","True","False","False",""
"BUS-11816_116108630.html","True","True","True","1","True","True","True","False","True",""
"BUS-12065_116109008.html","True","True","True","1","True","True","True","False","False",""
"BUS-12137_116109135.html","True","True","True","1","True","True","True","False","True",""
"BUS-12138_116109074.html","True","True","True","1","True","True","True","False","False",""
"BUS-12151_116109506.html","True","True","True","1","True","True","True","False","False",""
"BUS-12650_116109551.html","True","True","True","1","True","True","True","False","False",""
"BUS-13356_116108631.html","True","True","True","1","True","True","True","False","True",""
"BUS-13358_116109775.html","True","True","True","2","True","True","True","False","True",""
"BUS-13359_116110126.html","True","True","True","1","True","True","True","False","True",""
"BUS-1430_116109072.html","True","True","True","1","True","True","True","False","False",""
"BUS-15015_116109395.html","True","True","True","1","True","True","True","False","False",""
"BUS-2088_116109400.html","True","True","True","1","True","True","True","False","False",""
"BUS-2093_116108620.html","True","True","True","1","True","True","True","False","False",""
"BUS-2098_116108621.html","True","True","True","1","True","True","True","False","True",""
"BUS-2108_116109547.html","True","True","True","1","True","True","True","False","False",""
"BUS-2113_116109549.html","True","True","True","1","True","True","True","False","False",""
"BUS-2118_116109550.html","True","True","True","1","True","True","True","False","False",""
"BUS-2129_116109568.html","True","True","True","1","True","True","True","False","False",""
"BUS-6292_116109073.html","True","True","True","1","True","True","True","False","False",""
"BUS-6297_116109160.html","True","True","True","2","True","True","True","False","False",""
"BUS-6324_116108627.html","True","True","True","1","True","True","True","False","True",""
"BUS-6396_116108628.html","True","True","True","2","True","True","True","False","False",""
"BUS-6765_116109732.html","True","True","True","1","True","True","True","False","False",""
"BUS-6918_116108989.html","True","True","True","1","True","True","True","False","False",""
"BUS-7209_116109406.html","True","True","True","1","True","True","True","False","False",""
"BUS-9057_116108629.html","True","True","True","1","True","True","True","False","True",""
"CHK-11114_116109057.html","True","True","True","2","True","True","True","False","False",""
"CHK-11366_116109040.html","True","True","True","1","True","True","True","False","False",""
"CHK-11467_116109297.html","True","True","True","7","True","True","True","False","False",""
"CHK-117_116108632.html","True","True","True","3","True","True","True","False","False",""
"CHK-1181_116109075.html","True","True","True","7","True","True","True","False","False",""
"CHK-11898_116109425.html","True","True","True","1","True","True","True","False","True",""
"CHK-11992_116108644.html","True","True","True","1","True","True","True","False","False",""
"CHK-12004_116108645.html","True","True","True","2","True","True","True","False","False",""
"CHK-12077_116109009.html","True","True","True","43","True","True","True","False","False",""
"CHK-12181_116109154.html","True","True","True","3","True","True","True","False","False",""
"CHK-12253_116109236.html","True","True","True","1","True","True","True","False","False",""
"CHK-12635_116109453.html","True","True","True","1","True","True","True","False","False",""
"CHK-12661_116109021.html","True","True","True","1","True","True","True","False","False",""
"CHK-12666_116109043.html","True","True","True","1","True","True","True","False","False",""
"CHK-12671_116109534.html","True","True","True","1","True","True","True","False","False",""
"CHK-12689_116117449.html","True","True","True","1","True","True","True","False","False",""
"CHK-12700_116109601.html","True","True","True","2","True","True","True","False","False",""
"CHK-12793_116109149.html","True","True","True","1","True","True","True","False","False",""
"CHK-12814_116109612.html","True","True","True","1","True","True","True","False","False",""
"CHK-12832_116109883.html","True","True","True","6","True","True","True","False","True",""
"CHK-12899_116109331.html","True","True","True","1","True","True","True","False","False",""
"CHK-13032_116109581.html","True","True","True","2","True","True","True","False","False",""
"CHK-13125_116109613.html","True","True","True","2","True","True","True","False","False",""
"CHK-13135_116109661.html","True","True","True","2","True","True","True","False","False",""
"CHK-13232_116109632.html","True","True","True","9","True","True","True","False","False",""
"CHK-13578B_119495610.html","True","True","True","2","True","True","True","False","False",""
"CHK-13578_116109092.html","True","True","True","2","True","True","True","False","False",""
"CHK-13661b_119495817.html","True","True","True","2","True","True","True","False","False",""
"CHK-13661_116108646.html","True","True","True","2","True","True","True","False","False",""
"CHK-13844_116108649.html","True","True","True","3","True","True","True","False","False",""
"CHK-1387_116109076.html","True","True","True","2","True","True","True","False","True",""
"CHK-13937_116108651.html","True","True","True","4","True","True","True","False","False",""
"CHK-13942b_119495696.html","True","True","True","2","True","True","True","False","False",""
"CHK-13942_116108652.html","True","True","True","2","True","True","True","False","False",""
"CHK-13984b_119495647.html","True","True","True","1","True","True","True","False","True",""
"CHK-13984_116108655.html","True","True","True","1","True","True","True","False","True",""
"CHK-1405_116109234.html","True","True","True","7","True","True","True","False","False",""
"CHK-1416a_116109201.html","True","True","True","2","True","True","True","False","False",""
"CHK-1416_116109143.html","True","True","True","5","True","True","True","False","False",""
"CHK-14297_116108656.html","True","True","True","2","True","True","True","False","True",""
"CHK-14397_116108657.html","True","True","True","2","True","True","True","False","False",""
"CHK-14469_116109266.html","True","True","True","1","True","True","True","False","False",""
"CHK-14638b_119495767.html","True","True","True","1","True","True","True","False","False",""
"CHK-14638_116108658.html","True","True","True","1","True","True","True","False","False",""
"CHK-14789_116108951.html","True","True","True","2","True","True","True","False","False",""
"CHK-14907_116109264.html","True","True","True","1","True","True","True","False","False",""
"CHK-14912_116109348.html","True","True","True","2","True","True","True","False","True",""
"CHK-14932_116109396.html","True","True","True","1","True","True","True","False","False",""
"CHK-15000_116109301.html","True","True","True","2","True","True","True","False","False",""
"CHK-15140_116109764.html","True","True","True","2","True","True","True","False","False",""
"CHK-15155_116109255.html","True","True","True","1","True","True","True","False","False",""
"CHK-15156_116109044.html","True","True","True","5","True","True","True","False","True",""
"CHK-15160b_119495775.html","True","True","True","2","True","True","True","False","False",""
"CHK-15160_116109388.html","True","True","True","2","True","True","True","False","False",""
"CHK-15162_116109433.html","True","True","True","1","True","True","True","False","True",""
"CHK-15163_116109434.html","True","True","True","1","True","True","True","False","False",""
"CHK-15164B_116110184.html","True","True","True","1","True","True","True","False","False",""
"CHK-15164_116109618.html","True","True","True","1","True","True","True","False","False",""
"CHK-15165_116109619.html","True","True","True","40","True","True","True","False","False",""
"CHK-15167_116109622.html","True","True","True","1","True","True","True","False","False",""
"CHK-15168_116109649.html","True","True","True","3","True","True","True","False","True",""
"CHK-15169_116109674.html","True","True","True","2","True","True","True","False","False",""
"CHK-15170_116109679.html","True","True","True","2","True","True","True","False","False",""
"CHK-15171_116109696.html","True","True","True","2","True","True","True","False","True",""
"CHK-15172_116109710.html","True","True","True","1","True","True","True","False","False",""
"CHK-15173_116109692.html","True","True","True","25","True","True","True","False","False",""
"CHK-15174_116109694.html","True","True","True","24","True","True","True","False","False",""
"CHK-15175_116109695.html","True","True","True","2","True","True","True","False","True",""
"CHK-15176_116109699.html","True","True","True","1","True","True","True","False","False",""
"CHK-15177_116109701.html","True","True","True","18","True","True","True","False","False",""
"CHK-15178_116109739.html","True","True","True","2","True","True","True","False","True",""
"CHK-15179_116109747.html","True","True","True","2","True","True","True","False","False",""
"CHK-15182_116109864.html","True","True","True","1","True","True","True","False","True",""
"CHK-15183_116109958.html","True","True","True","1","True","True","True","False","False",""
"CHK-15184_116109964.html","True","True","True","2","True","True","True","False","False",""
"CHK-15186_116109962.html","True","True","True","4","True","True","True","False","False",""
"CHK-15187_116109988.html","True","True","True","2","True","True","True","False","False",""
"CHK-15189_116109965.html","True","True","True","4","True","True","True","False","False",""
"CHK-15190_116109970.html","True","True","True","2","True","True","True","False","False",""
"CHK-15192_116109979.html","True","True","True","4","True","True","True","False","False",""
"CHK-15193_116109989.html","True","True","True","2","True","True","True","False","False",""
"CHK-15195_116109971.html","True","True","True","1","True","True","True","False","True",""
"CHK-15196_116109977.html","True","True","True","2","True","True","True","False","False",""
"CHK-15198_116109983.html","True","True","True","2","True","True","True","False","False",""
"CHK-15199_116109990.html","True","True","True","2","True","True","True","False","False",""
"CHK-15201_116110032.html","True","True","True","1","True","True","True","False","False",""
"CHK-15203_116110048.html","True","True","True","1","True","True","True","False","False",""
"CHK-15204_116109876.html","True","True","True","2","True","True","True","False","False",""
"CHK-15205_116109891.html","True","True","True","2","True","True","True","False","False",""
"CHK-15206_116109893.html","True","True","True","2","True","True","True","False","False",""
"CHK-15207_116109909.html","True","True","True","2","True","True","True","False","False",""
"CHK-15208_116109956.html","True","True","True","2","True","True","True","False","False",""
"CHK-15209_116110058.html","True","True","True","1","True","True","True","False","False",""
"CHK-15210_116109991.html","True","True","True","1","True","True","True","False","False",""
"CHK-15211_116110005.html","True","True","True","1","True","True","True","False","False",""
"CHK-15212_116110008.html","True","True","True","3","True","True","True","False","True",""
"CHK-15213_116110009.html","True","True","True","1","True","True","True","False","False",""
"CHK-15214_116110149.html","True","True","True","2","True","True","True","False","False",""
"CHK-15215_116110027.html","True","True","True","1","True","True","True","False","False",""
"CHK-15216_116110029.html","True","True","True","1","True","True","True","False","False",""
"CHK-15217_116110055.html","True","True","True","1","True","True","True","False","False",""
"CHK-15218_116110119.html","True","True","True","1","True","True","True","False","False",""
"CHK-15219_116110123.html","True","True","True","1","True","True","True","False","False",""
"CHK-15220_116110142.html","True","True","True","1","True","True","True","False","False",""
"CHK-15221_116110150.html","True","True","True","1","True","True","True","False","False",""
"CHK-15222_116110168.html","True","True","True","1","True","True","True","False","False",""
"CHK-15223_116110173.html","True","True","True","1","True","True","True","False","False",""
"CHK-15224_116110182.html","True","True","True","2","True","True","True","False","False",""
"CHK-15225_116110210.html","True","True","True","1","True","True","True","False","False",""
"CHK-15226_129901436.html","True","True","True","1","True","True","True","False","False",""
"CHK-15227_129901445.html","True","True","True","6","True","True","True","False","False",""
"CHK-15228B_129901679.html","True","True","True","1","True","True","True","False","True",""
"CHK-15228_129899844.html","True","True","True","1","True","True","True","False","True",""
"CHK-15229_129914365.html","True","True","True","2","True","True","True","False","True",""
"CHK-15230_129914377.html","True","True","True","2","True","True","True","False","True",""
"CHK-15231_129918386.html","True","True","True","1","True","True","True","False","False",""
"CHK-15232_129919065.html","True","True","True","1","True","True","True","False","False",""
"CHK-1563_116108638.html","True","True","True","4","True","True","True","False","False",""
"CHK-1573_116108640.html","True","True","True","1","True","True","True","False","True",""
"CHK-16000_134288522.html","True","True","True","4","True","True","True","False","True",""
"CHK-16001_140707906.html","True","True","True","1","True","True","True","False","False",""
"CHK-186_116108633.html","True","True","True","9","True","True","True","False","False",""
"CHK-196_116108634.html","True","True","True","3","True","True","True","False","False",""
"CHK-249_116108635.html","True","True","True","1","True","True","True","False","False",""
"CHK-3455_116108641.html","True","True","True","8","True","True","True","False","False",""
"CHK-3672_116109193.html","True","True","True","6","True","True","True","False","False",""
"CHK-3681_116108642.html","True","True","True","8","True","True","True","False","False",""
"CHK-381_116108636.html","True","True","True","21","True","True","True","False","False",""
"CHK-510_116108637.html","True","True","True","21","True","True","True","False","False",""
"CHK-6192_116109525.html","True","True","True","25","True","True","True","False","False",""
"CHK-6285_116109835.html","True","True","True","6","True","True","True","False","False",""
"CHK-6337_116109241.html","True","True","True","1","True","True","True","False","True",""
"CHK-6412_116109361.html","True","True","True","40","True","True","True","False","False",""
"CHK-6470_116109374.html","True","True","True","39","True","True","True","False","False",""
"CHK-6943_116109449.html","True","True","True","2","True","True","True","False","False",""
"CHK-696_116109668.html","True","True","True","3","True","True","True","False","False",""
"CHK-7028_116109452.html","True","True","True","40","True","True","True","False","False",""
"CHK-7164_116109403.html","True","True","True","5","True","True","True","False","False",""
"CHK-7173_116109404.html","True","True","True","7","True","True","True","False","False",""
"CHK-7219_116109408.html","True","True","True","7","True","True","True","False","False",""
"CHK-7291_116108643.html","True","True","True","1","True","True","True","False","False",""
"CHK-7351_116109650.html","True","True","True","1","True","True","True","False","False",""
"CHK-7858_116109077.html","True","True","True","2","True","True","True","False","False",""
"CHK-836B_116109955.html","True","True","True","1","True","True","True","False","True",""
"CHK-836_116109063.html","True","True","True","1","True","True","True","False","True",""
"CHK-9012_116109039.html","True","True","True","5","True","True","True","False","False",""
"CHL-13032_116109171.html","True","True","True","2","True","True","True","False","False",""
"DUM-12119_116108660.html","True","True","True","3","True","True","True","False","True",""
"DUM-12131_116109165.html","True","True","True","1","True","True","True","False","True",""
"DUM-12841_116108959.html","True","True","True","2","True","True","False","False","False",""
"DUM-12930_116109863.html","True","True","True","1","True","True","True","False","True",""
"DUM-13111_116109033.html","True","True","True","1","True","True","True","False","True",""
"DUM-13192_116109413.html","True","True","True","1","True","True","True","False","False",""
"DUM-13375B_119476250.html","True","True","True","1","True","True","True","False","False",""
"DUM-13375_116109861.html","True","True","True","1","True","True","True","False","False",""
"DUM-13471_116109199.html","True","True","True","1","True","True","True","False","True",""
"DUM-13478_116108661.html","True","True","True","1","True","True","True","False","False",""
"DUM-13671_119482158.html","True","True","True","1","True","True","True","False","False",""
"DUM-13676_116109435.html","True","True","True","1","True","True","True","False","True",""
"DUM-13891_116109120.html","True","True","True","1","True","True","True","False","False",""
"DUM-14257_116109603.html","True","True","True","1","True","True","True","False","False",""
"DUM-14358_116109457.html","True","True","True","1","True","True","True","False","True",""
"DUM-14458_116109261.html","True","True","True","3","True","True","True","False","False",""
"DUM-14623b_119495847.html","True","True","True","1","True","True","True","False","False",""
"DUM-14623_116108663.html","True","True","True","1","True","True","True","False","False",""
"DUM-14660_116109119.html","True","True","True","1","True","True","True","False","True",""
"DUM-14802_116109415.html","True","True","True","2","True","True","True","False","False",""
"DUM-15066_116109577.html","True","True","True","1","True","True","True","False","True",""
"DUM-15174_116109475.html","True","True","True","2","True","True","True","False","True",""
"DUM-15175_116109351.html","True","True","True","1","True","True","True","False","True",""
"DUM-15176_116109352.html","True","True","True","1","True","True","True","False","True",""
"DUM-15177_119484633.html","True","True","True","1","True","True","True","False","True",""
"DUM-15178_116109697.html","True","True","True","1","True","True","True","False","True",""
"DUM-15179_116109677.html","True","True","True","2","True","True","True","False","False",""
"DUM-15180_116109631.html","True","True","True","2","True","True","True","False","True",""
"DUM-15181_116109913.html","True","True","True","1","True","True","True","False","True",""
"DUM-15182_116109914.html","True","True","True","1","True","True","True","False","True",""
"DUM-15183_116109915.html","True","True","True","1","True","True","True","False","True",""
"DUM-15184_116109916.html","True","True","True","1","True","True","True","False","False",""
"DUM-15185_116110139.html","True","True","True","2","True","True","True","False","True",""
"DUM-15186_116110183.html","True","True","True","2","True","True","True","False","False",""
"DUM-15187_116110203.html","True","True","True","1","True","True","True","False","False",""
"DUM-15188_116110206.html","True","True","True","2","True","True","True","False","False",""
"DUM-15189_116110229.html","True","True","True","2","True","True","True","False","True",""
"DUM-15190_129906162.html","True","True","True","1","True","True","True","False","False",""
"DUM-15191_129905864.html","True","True","True","3","True","True","True","False","False",""
"DUM-1685_116109517.html","True","True","True","1","True","True","True","False","True",""
"DUM-17000_129919988.html","True","True","True","1","True","True","True","False","True",""
"DUM-2305_116109455.html","True","True","True","1","True","True","True","False","True",""
"DUM-2672_116109709.html","True","True","True","1","True","True","True","False","True",""
"DUM-2836_116109557.html","True","True","True","1","True","True","True","False","True",""
"DUM-2909_116109670.html","True","True","True","1","True","True","True","False","False",""
"DUM-3156_116108960.html","True","True","True","3","True","True","True","False","True",""
"DUM-3547_116109124.html","True","True","True","1","True","True","True","False","False",""
"DUM-4686_116109180.html","True","True","True","1","True","True","True","False","True",""
"DUM-5657_116109508.html","True","True","True","1","True","True","True","False","True",""
"DUM-6159_116109467.html","True","True","True","2","True","True","True","False","True",""
"DUM-6170_116109470.html","True","True","True","1","True","True","True","False","False",""
"DUM-6171_116109826.html","True","True","True","3","True","True","True","False","True",""
"DUM-6358_116108659.html","True","True","True","2","True","True","True","False","True",""
"DUM-6714_116109539.html","True","True","True","1","True","True","True","False","True",""
"DUM-6715_116109823.html","True","True","True","1","True","True","True","False","True",""
"DUM-7316_116109438.html","True","True","True","1","True","True","True","False","True",""
"DUM-7321-1_116109639.html","True","True","True","1","True","True","True","False","True",""
"DUM-7321_116109296.html","True","True","True","1","True","True","True","False","True",""
"DUM-9272_116109546.html","True","True","True","1","True","True","True","False","True",""
"GON-11326_116110079.html","True","True","True","1","True","True","True","False","True",""
"GON-11913_116109429.html","True","True","True","1","True","True","True","False","False",""
"GON-13083_116109881.html","True","True","True","9","True","True","True","False","True",""
"GON-13122_116108673.html","True","True","True","1","True","True","True","False","False",""
"GON-14127_116108676.html","True","True","True","2","True","True","True","False","False",""
"GON-14779_116109268.html","True","True","True","3","True","True","True","False","False",""
"GON-14827_116109409.html","True","True","True","1","True","True","True","False","False",""
"GON-14829_116110148.html","True","True","True","3","True","True","True","False","True",""
"GON-1554_116109252.html","True","True","True","1","True","True","True","False","False",""
"GON-1664_116108666.html","True","True","True","1","True","True","True","False","False",""
"GON-1680_116109513.html","True","True","True","1","True","True","True","False","False",""
"GON-1727_116109522.html","True","True","True","1","True","True","True","False","False",""
"GON-1732_116109523.html","True","True","True","8","True","True","True","False","True",""
"GON-2062_116108669.html","True","True","True","2","True","True","True","False","False",""
"GON-2732_116108671.html","True","True","True","1","True","True","True","False","False",""
"GON-2900_116109666.html","True","True","True","1","True","True","True","False","False",""
"GON-3030_116109880.html","True","True","True","2","True","True","True","False","False",""
"GON-3111_116109219.html","True","True","True","4","True","True","True","False","True",""
"GON-3466_116109698.html","True","True","True","1","True","True","True","False","False",""
"GON-439_116108664.html","True","True","True","1","True","True","True","False","False",""
"GON-6554_116109220.html","True","True","True","1","True","True","True","False","False",""
"GON-799-1_116109703.html","True","True","True","1","True","True","True","False","False",""
"IGO-11106_116109535.html","True","True","True","8","True","True","True","False","False",""
"IGO-11107_116109548.html","True","True","True","3","True","True","True","False","True",""
"IGO-11108_116109536.html","True","True","True","3","True","True","True","False","True",""
"IGO-11253_116109576.html","True","True","True","2","True","True","True","False","False",""
"IGO-11344_116109460.html","True","True","True","1","True","True","True","False","True",""
"IGO-11371_116109041.html","True","True","True","1","True","True","True","False","False",""
"IGO-11434-1_116108713.html","True","True","True","3","True","True","True","False","True",""
"IGO-11434-2_116109292.html","True","True","True","1","True","True","True","False","False",""
"IGO-11459_116109473.html","True","True","True","1","True","True","True","False","False",""
"IGO-11460_116109465.html","True","True","True","1","True","True","True","False","False",""
"IGO-11461_116109466.html","True","True","True","3","True","True","True","False","True",""
"IGO-11462_116109104.html","True","True","True","2","True","True","True","False","False",""
"IGO-11725_116109130.html","True","True","True","1","True","True","True","False","False",""
"IGO-11781_116108714.html","True","True","True","18","True","True","True","False","False",""
"IGO-11834_116109390.html","True","True","True","1","True","True","True","False","False",""
"IGO-11835_116109651.html","True","True","True","1","True","True","True","False","False",""
"IGO-11838B_116110191.html","True","True","True","2","True","True","True","False","True",""
"IGO-11838_116109318.html","True","True","True","2","True","True","True","False","True",""
"IGO-11848_116109129.html","True","True","True","2","True","True","True","False","False",""
"IGO-11908_116109427.html","True","True","True","1","True","True","True","False","False",""
